DateTime,x(m),y(m),z(m),vx(m/s),vy(m/s),vz(m/s)
2030-11-14 08:33:24.383503,1542360.882836,2255476.397688,6531133.029299,-1323.552337,-6875.605000,2784.211249
2030-11-14 08:34:36.787133,1442109.369655,1751540.934466,6713354.171011,-1444.273430,-7037.689877,2247.088517
2030-11-14 08:35:49.247313,1333344.224184,1236966.361402,6856347.901734,-1556.270469,-7158.288103,1698.102953
2030-11-14 08:37:01.727105,1216769.325192,715033.783604,6959270.194988,-1658.866160,-7236.826782,1140.849366
2030-11-14 08:38:14.155272,1093207.122995,189316.176803,7021579.563051,-1751.425414,-7273.072433,579.215975
2030-11-14 08:39:26.352162,963740.229965,-335818.250563,7043134.196573,-1833.306329,-7267.252905,17.921750
2030-11-14 08:40:39.986194,826010.430883,-869404.421897,7023424.442954,-1905.722953,-7218.505006,-552.668653
2030-11-14 08:41:53.561833,683486.590318,-1397410.326841,6961938.249205,-1966.541660,-7127.197312,-1117.551395
2030-11-14 08:43:07.292388,536608.900160,-1918239.976100,6858925.901171,-2015.635527,-6993.816198,-1675.035765
2030-11-14 08:44:21.143654,386307.731357,-2428545.160618,6714958.216076,-2052.707106,-6819.263104,-2221.576953
2030-11-14 08:45:35.116156,233468.559172,-2925286.020176,6530828.862799,-2077.561351,-6604.640648,-2753.977911
2030-11-14 08:46:49.204408,79005.603584,-3405459.524205,6307588.299834,-2090.073775,-6351.298719,-3269.096644
2030-11-14 08:48:03.402713,-76155.443462,-3866160.176104,6046530.691561,-2090.194798,-6060.815040,-3763.908603
2030-11-14 08:49:17.534026,-230727.733073,-4303617.170492,5749910.473892,-2077.991650,-5735.772540,-4234.467081
2030-11-14 08:50:31.958044,-384544.202614,-4717326.409722,5417999.703597,-2053.496558,-5376.545033,-4680.346836
2030-11-14 08:51:46.441001,-536206.481307,-5103437.778750,5053669.645261,-2016.915130,-4986.308123,-5097.526456
2030-11-14 08:53:01.007357,-684867.188957,-5459794.421800,4658962.303216,-1968.482101,-4567.282231,-5483.805680
2030-11-14 08:54:15.640274,-829613.371428,-5784202.068965,4236297.782997,-1908.517470,-4122.052164,-5836.939629
2030-11-14 08:55:30.328003,-969568.446588,-6074700.321108,3788249.278120,-1837.408061,-3653.324107,-6154.927859
2030-11-14 08:56:45.054456,-1103880.037454,-6329534.201215,3317576.505278,-1755.611453,-3163.961421,-6435.980025
2030-11-14 08:57:59.797044,-1231724.009745,-6547170.390751,2827226.034287,-1663.658062,-2656.984829,-6678.529592
